"n","n_strata","min_stratum_n","median_stratum_n","max_stratum_n","overall_prevalence","min_stratum_prevalence","max_stratum_prevalence","true_prevalence","mean_detection_probability","var_null","vpc_null","var_main","vpc_main","pcv","estimator","warnings","detection_strength"
6000,36,130,167,190,0.263333333333333,0.0258064516129032,0.678787878787879,0.263333333333333,1,0.683299442359361,17.1978510666715,0.330207498033039,9.12156351482862,51.6745547321292,"fast_empirical_logit_diagnostic","diagnostic approximation; use full random-intercept MAIHDA for empirical analysis",0
6000,36,130,167,190,0.206166666666667,0.00645161290322581,0.521212121212121,0.263333333333333,0.786747024805243,0.579016004855565,14.9659691042666,0.270455646953719,7.59637784697014,53.2904713020525,"fast_empirical_logit_diagnostic","diagnostic approximation; use full random-intercept MAIHDA for empirical analysis",0.3
6000,36,130,167,190,0.162333333333333,0.00645161290322581,0.46875,0.263333333333333,0.648368773465638,0.574951882437258,14.876550008464,0.288132229237477,8.05288429320368,49.8858534011462,"fast_empirical_logit_diagnostic","diagnostic approximation; use full random-intercept MAIHDA for empirical analysis",0.6
6000,36,130,167,190,0.1205,0.0193548387096774,0.4625,0.263333333333333,0.504872965301295,0.653275242604022,16.5673722779245,0.279013534809024,7.81795421437621,57.2900491840396,"fast_empirical_logit_diagnostic","diagnostic approximation; use full random-intercept MAIHDA for empirical analysis",0.9
6000,36,130,167,190,0.088,0.00578034682080925,0.4625,0.263333333333333,0.389147644793376,0.845328872245112,20.442287780498,0.311898323062438,8.65959319703103,63.1033159633994,"fast_empirical_logit_diagnostic","diagnostic approximation; use full random-intercept MAIHDA for empirical analysis",1.2
